__CardsToDelete,"CreditCard_Key INT NOT NULL "
CurrencyExchangeConfig,"CURRENCY_EXCHANGE_CONFIG_KEY INT NOT NULL ,CURRENCY_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,MANUAL_FEE_OVERRIDE BOOLEAN NOT NULL ,MIN_EXCHANGE_FEE NUMBER(10,4) NOT NULL ,MAX_EXCHANGE_FEE NUMBER(10,4) NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NULL ,ENTERED_BY CHAR(8000) NULL COLLATE ""en-ci"",EXCHANGE_FEE NUMBER(10,4) NOT NULL ,EXCHANGE_RATE_OVERRIDE BOOLEAN NOT NULL ,MAX_EXCHANGE_RATE NUMERIC NOT NULL ,MIN_EXCHANGE_RATE NUMERIC NOT NULL ,DUAL_AUTHORIZATION BOOLEAN NOT NULL ,GOVT_ID_REQUIRED BOOLEAN NOT NULL ,BUY_EXCHANGE_RATE_PERCENT NUMERIC NOT NULL ,SELL_EXCHANGE_RATE_PERCENT NUMERIC NOT NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
CurrencyExchangeConfigHistory,"CURRENCY_EXCHANGE_CONFIG_KEY INT NOT NULL ,CURRENCY_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,MANUAL_FEE_OVERRIDE BOOLEAN NOT NULL ,MIN_EXCHANGE_FEE NUMBER(10,4) NOT NULL ,MAX_EXCHANGE_FEE NUMBER(10,4) NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NULL ,ENTERED_BY CHAR(8000) NULL COLLATE ""en-ci"",EXCHANGE_FEE NUMBER(10,4) NOT NULL ,EXCHANGE_RATE_OVERRIDE BOOLEAN NOT NULL ,MAX_EXCHANGE_RATE NUMERIC NOT NULL ,MIN_EXCHANGE_RATE NUMERIC NOT NULL ,DUAL_AUTHORIZATION BOOLEAN NOT NULL ,GOVT_ID_REQUIRED BOOLEAN NOT NULL ,BUY_EXCHANGE_RATE_PERCENT NUMERIC NOT NULL ,SELL_EXCHANGE_RATE_PERCENT NUMERIC NOT NULL ,SYS_START_TIME TIMESTAMP_LTZ NOT NULL ,SYS_END_TIME TIMESTAMP_LTZ NOT NULL "
CurrencyExchangeTrans,"CURRENCY_EXCHANGE_TRANS_KEY INT NOT NULL ,TRANS_DETAIL_KEY INT NOT NULL ,TRANS_POS_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,TELLER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CUSTOMER_KEY INT NULL ,FROM_CURRENCY_CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",FROM_CURRENCY_RATE DECIMAL(38,0) NOT NULL ,TO_CURRENCY_CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",TO_CURRENCY_RATE DECIMAL(38,0) NOT NULL ,BASE_CURRENCY_CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BASE_CURRENCY_RATE DECIMAL(38,0) NOT NULL ,CONVERSION_RATE DECIMAL(38,0) NULL ,AMOUNT_RECEIVED NUMBER(19,4) NOT NULL ,FEE NUMBER(10,4) NOT NULL ,EXCHANGE_AMOUNT NUMBER(19,4) NOT NULL ,AMOUNT_DUE NUMBER(19,4) NOT NULL ,CHANGE_DUE NUMBER(10,4) NOT NULL ,PAY_BILL NUMBER(19,4) NOT NULL ,PAY_CHANGE NUMBER(10,4) NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,CALCULATED_CONVERSION_RATE DECIMAL(38,0) NULL ,FEE_IN_BASE NUMBER(10,4) NULL ,EXCHANGE_RATE_PERCENT DECIMAL(38,0) NULL ,XE_CONVERSION_RATE DECIMAL(38,0) NULL ,REVERSED BOOLEAN NOT NULL ,GAIN_LOSS NUMBER(10,4) NULL "
Customer,"Web_Lead_Gen_Key INT NOT NULL ,Name VARCHAR(8000) NOT NULL COLLATE ""en-ci"",Date_Entered datetime NOT NULL ,Date_Updated datetime NOT NULL ,IS_ACTIVE BOOLEAN NOT NULL ,DISPLAY_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SHOW_DENIAL_REASON BOOLEAN NOT NULL ,SSN_REQUIREMENT SMALLINT NULL "
CustomerActivity,"CUSTOMER_ACTIVITY_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,PRODUCT_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",LOAN_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",FIRST_ACTIVITY TIMESTAMP_LTZ NOT NULL ,LAST_ACTIVITY TIMESTAMP_LTZ NOT NULL ,PRIOR_ACTIVITY TIMESTAMP_LTZ NOT NULL "
CustomerAddress,"CUSTOMER_ADDRESS_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,ADDRESS_TYPE_CODE SMALLINT NOT NULL ,ADDRESS_SOURCE_CODE SMALLINT NOT NULL ,ADDRESS_STATUS_CODE SMALLINT NOT NULL ,ADDRESS_PRIORITY smallint NOT NULL ,ADDRESS_CONTACT_LAST_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDRESS_CONTACT_FIRST_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CITY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",STATE CHAR(8000) NOT NULL COLLATE ""en-ci"",ZIPCODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_LAST_USED TIMESTAMP_LTZ NULL ,STATUS_CHANGE_DATE TIMESTAMP_LTZ NULL ,STATUS_CHANGE_TELLER CHAR(8000) NULL COLLATE ""en-ci"",PRIORITY_CHANGE_DATE TIMESTAMP_LTZ NULL ,PRIORITY_CHANGE_TELLER CHAR(8000) NULL COLLATE ""en-ci"",ADDR_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_PRE_DIR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_STREET VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_SUFFIX VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_POST_DIR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_SUITE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_SUITE_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATED datetime NOT NULL ,LAST_UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",COUNTY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",COUNTRY CHAR(8000) NOT NULL COLLATE ""en-ci"",FROM_DATE DATE NULL ,TO_DATE DATE NULL ,ADDRESS_FORMAT CHAR(8000) NOT NULL COLLATE ""en-ci"",FLAT_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BUILDING_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BUILDING_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",REMOVED_REASON_KEY SMALLINT NULL ,REMOVED_REASON_NOTES VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_CSZ VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_1 VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_2 VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_3 VARCHAR(8000) NULL COLLATE ""en-ci"""
CustomerAddressEdit,"CUSTOMER_ADDRESS_EDIT_KEY INT NOT NULL ,CUSTOMER_ADDRESS_KEY INT NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,FIELD_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",OLD_VALUE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",NEW_VALUE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL "
CustomerAppDate,"CUSTOMER_CERT_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL ,CUSTOMER_KEY INT NOT NULL ,CERT_DATE DATE NOT NULL "
CustomerBusiness,"CUSTOMER_BUSINESS_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,BUSINESS_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BUSINESS_TYPE_CODE SMALLINT NOT NULL ,LEGAL_TYPE_CODE SMALLINT NOT NULL ,TAX_ID_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BUSINESS_PHONE_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BUSINESS_START_DATE DATE NULL ,NUM_EMPLOYEES smallint NOT NULL ,VER_MONTHLY_NET_INC NUMBER(10,4) NOT NULL ,VER_BANK_DEPOSITS NUMBER(10,4) NOT NULL ,ADDR_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_POST_DIR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_PRE_DIR VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_STREET VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_SUFFIX VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_SUITE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDR_SUITE_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CITY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",STATE CHAR(8000) NOT NULL COLLATE ""en-ci"",ZIPCODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL ,COUNTY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",COUNTRY CHAR(8000) NOT NULL COLLATE ""en-ci"",ADDRESS_FORMAT CHAR(8000) NOT NULL COLLATE ""en-ci"",FLAT_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BUILDING_NUM VARCHAR(8000) NOT NULL COLLATE ""en-ci"",BUILDING_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ADDRESS_CSZ VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_1 VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_2 VARCHAR(8000) NULL COLLATE ""en-ci"",ADDRESS_LINE_3 VARCHAR(8000) NULL COLLATE ""en-ci"""
CustomerCardReview,"CUSTOMER_CARD_REVIEW_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,CLEARED_BY CHAR(8000) NULL COLLATE ""en-ci"",CLEARED_DATE TIMESTAMP_LTZ NULL ,CARD_GOVERNOR_HISTORY_KEY INT NULL "
CustomerCoolingOff,"CUSTOMER_COOLING_OFF_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,CARD_GOVERNOR_HISTORY_KEY INT NULL "
CustomerCreditRpt,"CREDIT_RPT_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,LOCATION INT NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL "
CustomerCreditRptDetail,"CR_DETAIL_KEY INT NOT NULL ,CREDIT_RPT_KEY INT NOT NULL ,DATE_ENTERED datetime NOT NULL ,LINE_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",LINE_TEXT VARCHAR(8000) NOT NULL COLLATE ""en-ci"",LINE_ORDER smallint NOT NULL "
CustomerEarnedCredit,"CUSTOMER_EARNED_CREDIT_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,EARNED_CREDIT_TYPE_KEY INT NOT NULL ,EXPIRE_DATE TIMESTAMP_LTZ NULL ,TOTAL_EARNED NUMBER(10,4) NOT NULL ,TOTAL_REDEEMED NUMBER(10,4) NOT NULL "
CustomerEdit,"CUSTOMER_EDIT_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,FIELD_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",OLD_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"",NEW_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"""
CustomerEmployer,"CUSTOMER_EMPLOYER_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,EMPLOYER_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DEPARTMENT VARCHAR(8000) NOT NULL COLLATE ""en-ci"",COUNTY VARCHAR(8000) NOT NULL COLLATE ""en-ci"",COUNTRY CHAR(8000) NOT NULL COLLATE ""en-ci"",ADDRESS_KEY INT NULL ,PHONE_NUMBER_KEY INT NULL ,IS_ACTIVE BOOLEAN NOT NULL ,IS_DIRECT_DEPOSIT BOOLEAN NOT NULL ,IS_PRIMARY_EMPLOYER BOOLEAN NOT NULL ,EMP_SINCE DATE NULL ,FULLPARTTIME CHAR(8000) NOT NULL COLLATE ""en-ci"",PAY_CYCLE CHAR(8000) NOT NULL COLLATE ""en-ci"",PAY_CYCLE_DAY SMALLINT NOT NULL ,PAY_CYCLE_1ST SMALLINT NOT NULL ,PAY_CYCLE_2ND SMALLINT NOT NULL ,BIWEEK_BASE DATE NULL ,PAY_CYCLE_MONTH_INT CHAR(8000) NOT NULL COLLATE ""en-ci"",PAY_CYCLE_COUNT_DAYS_FROM_END_OF_MONTH BOOLEAN NOT NULL ,INCOME_TYPE_KEY INT NOT NULL ,INCOME_SOURCE_KEY INT NOT NULL ,INCOME_JOB_TYPE_KEY INT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_UPDATED TIMESTAMP_LTZ NULL ,UPDATED_BY CHAR(8000) NULL COLLATE ""en-ci"",DATE_INACTIVE TIMESTAMP_LTZ NULL ,INACTIVE_TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_DELETED TIMESTAMP_LTZ NULL ,DELETED_TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",IS_DELETED BOOLEAN NOT NULL ,CALC_PAY_DATE DATE NULL "
CustomerEmployerEdit,"CUSTOMER_EMPLOYER_EDIT_KEY INT NOT NULL ,CUSTOMER_EMPLOYER_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,FIELD_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",OLD_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"",NEW_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"""
CustomerExpense,"CUSTOMER_EXPENSE_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"""
CustomerExpenseDetail,"CUSTOMER_EXPENSE_DETAIL_KEY INT NOT NULL ,CUSTOMER_EXPENSE_KEY INT NOT NULL ,EXPENSE_TYPE_KEY INT NOT NULL ,AMOUNT NUMBER(19,4) NULL "
CustomerFeedback,"CUSTOMER_FEEDBACK_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,CUSTOMER_FEEDBACK_TYPE_KEY INT NOT NULL ,CUSTOMER_FEEDBACK_CATEGORY_KEY INT NOT NULL ,CUSTOMER_FEEDBACK_RESOLUTION_KEY INT NULL ,FEEDBACK VARCHAR(8000) NOT NULL COLLATE ""en-ci"",RESOLUTION_NOTES VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATE_DATE datetime NOT NULL ,LAST_UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",CUSTOMER_FEEDBACK_SOURCE_KEY INT NULL ,CUSTOMER_FEEDBACK_SUB_CATEGORY_KEY INT NULL "
CustomerFeedbackCategory,"CUSTOMER_FEEDBACK_CATEGORY_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATE_DATE datetime NOT NULL ,LAST_UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL "
CustomerFeedbackResolution,"CUSTOMER_FEEDBACK_RESOLUTION_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL ,IS_CLOSED BOOLEAN NOT NULL ,DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATE_DATE datetime NOT NULL ,LAST_UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
CustomerFeedbackSource,"CUSTOMER_FEEDBACK_SOURCE_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL ,DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATE_DATE datetime NOT NULL ,LAST_UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
CustomerFeedbackSubCategory,"CUSTOMER_FEEDBACK_SUB_CATEGORY_KEY INT NOT NULL ,CUSTOMER_FEEDBACK_CATEGORY_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL ,DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATE_DATE datetime NOT NULL ,LAST_UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
CustomerFeedbackType,"CUSTOMER_FEEDBACK_TYPE_KEY INT NOT NULL ,DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL ,DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"",LAST_UPDATE_DATE datetime NOT NULL ,LAST_UPDATED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
CustomerFeedbackTypeCategoryXRef,"CUSTOMER_FEEDBACK_TYPE_CATEGORY_XREF_KEY INT NOT NULL ,CUSTOMER_FEEDBACK_TYPE_KEY INT NOT NULL ,CUSTOMER_FEEDBACK_CATEGORY_KEY INT NOT NULL ,DATE_ENTERED datetime NOT NULL ,ENTERED_BY CHAR(8000) NOT NULL COLLATE ""en-ci"""
CustomerFlash,"CUSTOMER_KEY INT NOT NULL ,SPECIAL_MESSAGE_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NULL ,DATE_EXPIRED TIMESTAMP_LTZ NULL ,MARKETING_INVITATION_KEY INT NULL "
CustomerFlashMPayRebates,"CUSTOMER_KEY INT NOT NULL ,REBATE_AMT NUMBER(10,4) NOT NULL ,REBATE_COMPLETED BOOLEAN NULL ,CUSTOMER_FLASH_MPAY_REBATES_KEY INT NOT NULL "
CustomerFlashORRebates,"CUSTOMER_KEY INT NOT NULL ,REBATE_AMT NUMBER(10,4) NULL ,TELLER CHAR(8000) NULL COLLATE ""en-ci"",DATE_REBATED TIMESTAMP_LTZ NULL "
CustomerFlashQuestions,"CUSTOMER_FLASH_QUESTIONS_KEY SMALLINT NOT NULL ,LOOKUP_CODE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",DESCRIPTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"""
CustomerFlashResponse,"CUSTOMER_FLASH_RESPONSE_KEY BIGINT NOT NULL ,CUSTOMER_FLASH_QUESTIONS_KEY SMALLINT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",LOCATION smallint NOT NULL ,RESPONSE smallint NOT NULL ,IS_NEW BOOLEAN NOT NULL "
CustomerIdentification,"CUSTOMER_IDENTIFICATION_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,IDENTIFICATION_TYPE_KEY INT NOT NULL ,ID_NUMBER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",ID_SOURCE VARCHAR(8000) NOT NULL COLLATE ""en-ci"",CUST_ID_COUNTRY CHAR(8000) NOT NULL COLLATE ""en-ci"",CUST_ID_STATE CHAR(8000) NOT NULL COLLATE ""en-ci"",EXPIRATION_DATE DATE NULL ,VERIFIED_OTHER VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_DELETED BOOLEAN NOT NULL ,DATE_ENTERED datetime NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",IDENTIFICATION_TYPE_VERIFY_KEY INT NULL "
CustomerIdentificationEdit,"CUSTOMER_IDENTIFICATION_EDIT_KEY INT NOT NULL ,CUSTOMER_IDENTIFICATION_KEY INT NOT NULL ,LOCATION smallint NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,FIELD_NAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",OLD_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"",NEW_VALUE VARCHAR(8000) NULL COLLATE ""en-ci"""
CustomerIncome,"CUSTOMER_INCOME_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",AMOUNT_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",INCOME_AMOUNT NUMBER(10,4) NOT NULL ,INCOME_VERIFY_METHOD_KEY INT NULL ,DATE_VERIFIED DATE NULL ,IS_DELETED BOOLEAN NOT NULL ,DELETED_TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",DATE_DELETED DATE NULL ,CUSTOMER_EMPLOYER_KEY INT NOT NULL ,AMOUNT_CYCLE CHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL ,DATE_INACTIVE TIMESTAMP_LTZ NULL ,INACTIVE_TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",VERIFICATION_LOCATION smallint NULL ,ENTERED_LOCATION smallint NOT NULL "
CustomerIncomeBackup,"CUSTOMER_INCOME_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,DATE_ENTERED DATE NOT NULL ,TELLER CHAR(8000) NOT NULL COLLATE ""en-ci"",INCOME_TYPE CHAR(8000) NOT NULL COLLATE ""en-ci"",INCOME_AMOUNT NUMBER(10,4) NOT NULL ,INCOME_VERIFY_METHOD_KEY SMALLINT NOT NULL "
CustomerLastCreditReport,"CUSTOMER_LAST_CREDIT_REPORT_KEY INT NOT NULL ,CUSTOMER_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NOT NULL ,FIRSTNAME VARCHAR(8000) NULL COLLATE ""en-ci"",LASTNAME VARCHAR(8000) NOT NULL COLLATE ""en-ci"",SSN CHAR(8000) NULL COLLATE ""en-ci"",DOB DATE NULL ,DATE_UPDATED TIMESTAMP_LTZ NOT NULL "
CustomerLead,"CUSTOMER_LEAD_KEY INT NOT NULL ,DATE_ENTERED TIMESTAMP_LTZ NULL ,LEAD_SOURCE CHAR(8000) NOT NULL COLLATE ""en-ci"",ORIG_LOCATION smallint NOT NULL ,SUPERSTORE smallint NOT NULL ,SATELLITE smallint NULL ,CUSTOMER_LEAD_STATUS_KEY INT NOT NULL ,STATUS_CHANGE_DATE DATE NOT NULL ,CUSTOMER_LEAD_REASON_KEY INT NULL ,LOAN_APPLICATION_KEY INT NULL ,CUSTOMER_KEY INT NULL ,LOAN_KEY INT NULL ,FIRSTNAME VARCHAR(8000) NULL COLLATE ""en-ci"",MIDNAME VARCHAR(8000) NULL COLLATE ""en-ci"",LASTNAME VARCHAR(8000) NULL COLLATE ""en-ci"",SSN VARCHAR(8000) NULL COLLATE ""en-ci"",DOB DATE NULL ,HOME_ADDR_NUM VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_PRE_DIR VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_STREET VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_SUFFIX VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_POST_DIR VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_SUITE VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ADDR_SUITE_NUM VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_CITY VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_STATE VARCHAR(8000) NULL COLLATE ""en-ci"",HOME_ZIPCODE VARCHAR(8000) NULL COLLATE ""en-ci"",RESIDENCE_SINCE DATE NULL ,OWNRENTOTHER SMALLINT NULL ,HOME_PHONE VARCHAR(8000) NULL COLLATE ""en-ci"",CELL_PHONE VARCHAR(8000) NULL COLLATE ""en-ci"",MOBILE_CARRIER INT NULL ,WORK_PHONE VARCHAR(8000) NULL COLLATE ""en-ci"",WORK_PHONE_EXT VARCHAR(8000) NULL COLLATE ""en-ci"",PREFERRED_CONTACT CHAR(8000) NULL COLLATE ""en-ci"",EMAIL VARCHAR(8000) NULL COLLATE ""en-ci"",PAY_CYCLE CHAR(8000) NULL COLLATE ""en-ci"",GROSS_INCOME DECIMAL(38,0) NULL ,NET_INCOME DECIMAL(38,0) NULL ,PVBD_INCOME DECIMAL(38,0) NULL ,BANK_ROUTING_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",BANK_ACCOUNT_NUMBER VARCHAR(8000) NULL COLLATE ""en-ci"",APPT_FOLLOW_DATE DATE NULL ,APPT_FOLLOW_TIME CHAR(8000) NULL COLLATE ""en-ci"",DATE_UPDATED TIMESTAMP_LTZ NULL ,TELLER_UPDATED CHAR(8000) NULL COLLATE ""en-ci"",VISITOR_KEY INT NULL ,MARKETING_CONSENT BOOLEAN NULL ,WEB_LEAD_KEY INT NULL ,LOAN_TYPE CHAR(8000) NULL COLLATE ""en-ci"",PRODUCT_TYPE CHAR(8000) NULL COLLATE ""en-ci"",FIRST_OPENED_DATE TIMESTAMP_LTZ NULL ,HOME_ADDRESS_LINE VARCHAR(8000) NULL COLLATE ""en-ci"",SSN_LAST_FOUR VARCHAR(8000) NULL COLLATE ""en-ci"""
CustomerLeadAction,"CUSTOMER_LEAD_ACTION_KEY INT NOT NULL ,ACTION VARCHAR(8000) NOT NULL COLLATE ""en-ci"",IS_ACTIVE BOOLEAN NOT NULL ,CUSTOMER_LEAD_STATUS_KEY INT NOT NULL "
